100, 4, 1, 0.20394, 0.19743
100, 4, 2, 0.12943, 0.12012
100, 4, 3, 0.0752, 0.06898
100, 4, 4, 0.00739, 0.00159
100, 5, 1, 0.22799, 0.22027
100, 5, 2, 0.16957, 0.16291
100, 5, 3, 0.11126, 0.10496
100, 5, 4, 0.05826, 0.05113
100, 5, 5, 0.00777, 0.00222
100, 6, 1, 0.31881, 0.31188
100, 6, 2, 0.19254, 0.18548
100, 6, 3, 0.15483, 0.14789
100, 6, 4, 0.08455, 0.07841
100, 6, 5, 0.05216, 0.04437
100, 6, 6, 0.00872, 0.00157
100, 7, 1, 0.39607, 0.38895
100, 7, 2, 0.28832, 0.28199
100, 7, 3, 0.16547, 0.15818
100, 7, 4, 0.14659, 0.13974
100, 7, 5, 0.07714, 0.07064
100, 7, 6, 0.05611, 0.04509
100, 7, 7, 0.00736, 0.00162
100, 8, 1, 0.43793, 0.43142
100, 8, 2, 0.33726, 0.32988
100, 8, 3, 0.25121, 0.24328
100, 8, 4, 0.14793, 0.14077
100, 8, 5, 0.10817, 0.10121
100, 8, 6, 0.06723, 0.05978
100, 8, 7, 0.04044, 0.0345
100, 8, 8, 0.00858, 0.00168
100, 9, 1, 0.46039, 0.45093
100, 9, 2, 0.38421, 0.37741
100, 9, 3, 0.34304, 0.33575
100, 9, 4, 0.20995, 0.2032
100, 9, 5, 0.12781, 0.12025
100, 9, 6, 0.09723, 0.09044
100, 9, 7, 0.06798, 0.05683
100, 9, 8, 0.03381, 0.02775
100, 9, 9, 0.00789, 0.00162
100, 10, 1, 0.50873, 0.50059
100, 10, 2, 0.41493, 0.40771
100, 10, 3, 0.36383, 0.35698
100, 10, 4, 0.26273, 0.25616
100, 10, 5, 0.39396, 0.38699
100, 10, 6, 0.12009, 0.11294
100, 10, 7, 0.09474, 0.08424
100, 10, 8, 0.06059, 0.05184
100, 10, 9, 0.03502, 0.02855
100, 10, 10, 0.00832, 0.00184
150, 4, 1, 0.30776, 0.30133
150, 4, 2, 0.18448, 0.17724
150, 4, 3, 0.09709, 0.09036
150, 4, 4, 0.00973, 0.0037
150, 5, 1, 0.33634, 0.32974
150, 5, 2, 0.23558, 0.2295
150, 5, 3, 0.1716, 0.16361
150, 5, 4, 0.08499, 0.07791
150, 5, 5, 0.00926, 0.00344
150, 6, 1, 0.46099, 0.45397
150, 6, 2, 0.27015, 0.26328
150, 6, 3, 0.2308, 0.22431
150, 6, 4, 0.13485, 0.12835
150, 6, 5, 0.07027, 0.0642
150, 6, 6, 0.01046, 0.00356
150, 7, 1, 0.55193, 0.54554
150, 7, 2, 0.41073, 0.40399
150, 7, 3, 0.24352, 0.2363
150, 7, 4, 0.18277, 0.17556
150, 7, 5, 0.11778, 0.11065
150, 7, 6, 0.06567, 0.05857
150, 7, 7, 0.01045, 0.00347
150, 8, 1, 0.62142, 0.61413
150, 8, 2, 0.49807, 0.49027
150, 8, 3, 0.35585, 0.34787
150, 8, 4, 0.21356, 0.20689
150, 8, 5, 0.15741, 0.15038
150, 8, 6, 0.11108, 0.10244
150, 8, 7, 0.06031, 0.05254
150, 8, 8, 0.01237, 0.00346
150, 9, 1, 0.68017, 0.67296
150, 9, 2, 0.57615, 0.56035
150, 9, 3, 0.53878, 0.53137
150, 9, 4, 0.31574, 0.30804
150, 9, 5, 0.19144, 0.18355
150, 9, 6, 0.16072, 0.15392
150, 9, 7, 0.09607, 0.08882
150, 9, 8, 0.05254, 0.045
150, 9, 9, 0.01007, 0.00355
150, 10, 1, 0.75939, 0.75205
150, 10, 2, 0.62474, 0.61747
150, 10, 3, 0.52439, 0.51635
150, 10, 4, 0.43322, 0.42573
150, 10, 5, 0.57927, 0.57126
150, 10, 6, 0.16009, 0.15335
150, 10, 7, 0.14476, 0.13836
150, 10, 8, 0.08728, 0.08067
150, 10, 9, 0.04316, 0.03603
150, 10, 10, 0.00954, 0.0035
200, 4, 1, 0.3983, 0.39163
200, 4, 2, 0.24045, 0.23321
200, 4, 3, 0.13185, 0.12437
200, 4, 4, 0.01219, 0.00605
200, 5, 1, 0.43443, 0.42696
200, 5, 2, 0.33576, 0.3264
200, 5, 3, 0.21534, 0.20833
200, 5, 4, 0.11489, 0.10781
200, 5, 5, 0.01322, 0.00618
200, 6, 1, 0.62788, 0.61688
200, 6, 2, 0.36656, 0.35908
200, 6, 3, 0.31907, 0.31042
200, 6, 4, 0.17467, 0.16726
200, 6, 5, 0.11352, 0.10673
200, 6, 6, 0.01397, 0.00632
200, 7, 1, 0.74321, 0.73445
200, 7, 2, 0.54019, 0.53349
