250, 8, 2, 12.3464
250, 8, 3, 12.3386
250, 8, 4, 12.24811
250, 8, 5, 12.32567
250, 8, 6, 12.45449
250, 8, 7, 12.49906
250, 8, 8, 12.47668
250, 9, 1, 13.81007
250, 9, 2, 13.69917
250, 9, 3, 13.58509
250, 9, 4, 13.73141
250, 9, 5, 13.64659
250, 9, 6, 13.85899
250, 9, 7, 13.77051
250, 9, 8, 14.00289
250, 9, 9, 13.79138
250, 10, 1, 15.42064
250, 10, 2, 15.15579
250, 10, 3, 15.2473
250, 10, 4, 15.1954
250, 10, 5, 15.45255
250, 10, 6, 15.41158
250, 10, 7, 15.27814
250, 10, 8, 15.50798
250, 10, 9, 15.413
250, 10, 10, 15.49953
300, 4, 1, 12.02047
300, 4, 2, 12.06108
300, 4, 3, 12.22412
300, 4, 4, 12.10073
300, 5, 1, 12.68432
300, 5, 2, 12.64821
300, 5, 3, 12.8046
300, 5, 4, 13.61366
300, 5, 5, 13.64328
300, 6, 1, 13.56755
300, 6, 2, 13.60447
300, 6, 3, 13.67501
300, 6, 4, 13.53756
300, 6, 5, 13.33152
300, 6, 6, 13.52179
300, 7, 1, 14.58818
300, 7, 2, 14.24909
300, 7, 3, 14.29264
300, 7, 4, 14.31789
300, 7, 5, 14.56297
300, 7, 6, 14.54154
300, 7, 7, 14.59574
300, 8, 1, 15.47701
300, 8, 2, 15.67413
300, 8, 3, 15.665
300, 8, 4, 15.89469
300, 8, 5, 16.44242
300, 8, 6, 15.85967
300, 8, 7, 16.09548
300, 8, 8, 16.82161
300, 9, 1, 18.26925
300, 9, 2, 18.00416
300, 9, 3, 17.69806
300, 9, 4, 18.36217
300, 9, 5, 17.49772
300, 9, 6, 17.16
300, 9, 7, 17.50378
300, 9, 8, 17.14883
300, 9, 9, 17.36265
300, 10, 1, 18.93237
300, 10, 2, 18.66936
300, 10, 3, 18.84485
300, 10, 4, 18.82111
300, 10, 5, 19.12917
300, 10, 6, 19.13158
300, 10, 7, 19.22417
300, 10, 8, 19.58611
300, 10, 9, 19.17711
300, 10, 10, 19.09843
...........Finished ........
