100, 4, 1, 100, 1.14564
100, 4, 2, 100, 1.12258
100, 4, 3, 100, 1.10572
100, 4, 4, 100, 1.13965
100, 5, 1, 100, 1.10948
100, 5, 2, 100, 1.11249
100, 5, 3, 100, 1.11956
100, 5, 4, 100, 1.12782
100, 5, 5, 100, 1.15483
100, 6, 1, 100, 1.24164
100, 6, 2, 100, 1.26195
100, 6, 3, 100, 1.22705
100, 6, 4, 100, 1.28406
100, 6, 5, 100, 1.26548
100, 6, 6, 100, 1.24985
100, 7, 1, 100, 1.34099
100, 7, 2, 100, 1.29909
100, 7, 3, 100, 1.38668
100, 7, 4, 100, 1.31169
100, 7, 5, 100, 1.36006
100, 7, 6, 100, 1.36205
100, 7, 7, 100, 1.33777
100, 8, 1, 100, 1.47242
100, 8, 2, 100, 1.4606
100, 8, 3, 100, 1.53845
100, 8, 4, 100, 1.45865
100, 8, 5, 100, 1.49535
100, 8, 6, 100, 1.50526
100, 8, 7, 100, 1.49141
100, 8, 8, 100, 1.53547
100, 9, 1, 100, 1.57866
100, 9, 2, 100, 1.6294
100, 9, 3, 100, 1.5747
100, 9, 4, 100, 1.60701
100, 9, 5, 100, 1.662
100, 9, 6, 100, 1.5793
100, 9, 7, 100, 1.66914
100, 9, 8, 100, 1.61151
100, 9, 9, 100, 1.69524
100, 10, 1, 100, 1.72242
100, 10, 2, 100, 1.76948
100, 10, 3, 100, 1.76287
100, 10, 4, 100, 1.76376
100, 10, 5, 100, 1.75648
100, 10, 6, 100, 1.73545
100, 10, 7, 100, 1.78126
100, 10, 8, 100, 1.77455
100, 10, 9, 100, 1.81712
100, 10, 10, 100, 1.80875
150, 4, 1, 150, 1.59745
150, 4, 2, 150, 1.65874
150, 4, 3, 150, 1.60368
150, 4, 4, 150, 1.60043
150, 5, 1, 150, 1.68174
150, 5, 2, 150, 1.65917
150, 5, 3, 150, 1.73368
150, 5, 4, 150, 1.72256
150, 5, 5, 150, 1.70397
150, 6, 1, 150, 1.78457
150, 6, 2, 150, 1.77247
150, 6, 3, 150, 1.79889
150, 6, 4, 150, 1.82943
150, 6, 5, 150, 1.77877
150, 6, 6, 150, 1.81375
150, 7, 1, 150, 1.95021
150, 7, 2, 150, 1.87453
150, 7, 3, 150, 1.84001
150, 7, 4, 150, 1.89907
150, 7, 5, 150, 1.89864
150, 7, 6, 150, 1.89398
150, 7, 7, 150, 1.89052
150, 8, 1, 150, 1.99802
150, 8, 2, 150, 1.94777
150, 8, 3, 150, 1.98358
150, 8, 4, 150, 2.03056
150, 8, 5, 150, 2.04676
150, 8, 6, 150, 2.07682
150, 8, 7, 150, 2.06453
150, 8, 8, 150, 2.09391
150, 9, 1, 150, 2.21037
150, 9, 2, 150, 2.23738
