100, 4, 1, 100, 1.1549
100, 4, 2, 100, 1.16926
100, 4, 3, 100, 1.16316
100, 4, 4, 100, 1.15272
100, 5, 1, 100, 1.25934
100, 5, 2, 100, 1.22388
100, 5, 3, 100, 1.25225
100, 5, 4, 100, 1.2497
100, 5, 5, 100, 1.25316
100, 6, 1, 100, 1.36852
100, 6, 2, 100, 1.33308
100, 6, 3, 100, 1.33856
100, 6, 4, 100, 1.37611
100, 6, 5, 100, 1.3858
100, 6, 6, 100, 1.33328
100, 7, 1, 100, 1.45148
100, 7, 2, 100, 1.49732
100, 7, 3, 100, 1.50032
100, 7, 4, 100, 1.50484
100, 7, 5, 100, 1.48971
100, 7, 6, 100, 1.46793
100, 7, 7, 100, 1.48191
100, 8, 1, 100, 1.71211
100, 8, 2, 100, 1.72505
100, 8, 3, 100, 1.7453
100, 8, 4, 100, 1.7506
100, 8, 5, 100, 1.69128
100, 8, 6, 100, 1.68747
100, 8, 7, 100, 1.66554
100, 8, 8, 100, 1.70179
100, 9, 1, 100, 1.86904
100, 9, 2, 100, 1.89323
100, 9, 3, 100, 1.95686
100, 9, 4, 100, 1.91295
100, 9, 5, 100, 1.93471
100, 9, 6, 100, 1.86631
100, 9, 7, 100, 1.9107
100, 9, 8, 100, 1.87046
100, 9, 9, 100, 1.90032
100, 10, 1, 100, 2.1037
100, 10, 2, 100, 2.10383
100, 10, 3, 100, 2.11441
100, 10, 4, 100, 2.17956
100, 10, 5, 100, 2.11089
100, 10, 6, 100, 2.10409
100, 10, 7, 100, 2.22209
100, 10, 8, 100, 2.21227
100, 10, 9, 100, 2.15907
100, 10, 10, 100, 2.20132
150, 4, 1, 150, 1.64403
150, 4, 2, 150, 1.63995
150, 4, 3, 150, 1.62808
150, 4, 4, 150, 1.64658
150, 5, 1, 150, 1.71614
150, 5, 2, 150, 1.74351
150, 5, 3, 150, 1.77723
150, 5, 4, 150, 1.69314
150, 5, 5, 150, 1.70854
150, 6, 1, 150, 1.81122
150, 6, 2, 150, 1.94234
150, 6, 3, 150, 1.83377
150, 6, 4, 150, 1.91797
150, 6, 5, 150, 1.8744
150, 6, 6, 150, 1.83547
150, 7, 1, 150, 2.00128
150, 7, 2, 150, 2.00796
150, 7, 3, 150, 2.0048
150, 7, 4, 150, 1.9738
