5000, 4, 1, 5000, 60.54215
5000, 4, 2, 5000, 66.83705
5000, 4, 3, 5000, 63.2982
5000, 4, 4, 5000, 66.99101
5000, 5, 1, 5000, 62.18288
5000, 5, 2, 5000, 67.17036
5000, 5, 3, 5000, 61.78692
5000, 5, 4, 5000, 67.3801
5000, 5, 5, 5000, 62.51063
5000, 6, 1, 5000, 66.99543
5000, 6, 2, 5000, 63.14152
5000, 6, 3, 5000, 66.56835
5000, 6, 4, 5000, 62.89313
5000, 6, 5, 5000, 66.29582
5000, 6, 6, 5000, 63.42405
5000, 7, 1, 5000, 65.74012
5000, 7, 2, 5000, 63.33313
5000, 7, 3, 5000, 66.33333
5000, 7, 4, 5000, 64.49711
5000, 7, 5, 5000, 66.09397
5000, 7, 6, 5000, 65.1117
5000, 7, 7, 5000, 66.30029
5000, 8, 1, 5000, 63.82434
5000, 8, 2, 5000, 66.47025
5000, 8, 3, 5000, 63.86841
5000, 8, 4, 5000, 66.83102
5000, 8, 5, 5000, 64.60933
5000, 8, 6, 5000, 67.25121
5000, 8, 7, 5000, 65.38511
5000, 8, 8, 5000, 66.24973
5000, 9, 1, 5000, 64.39359
5000, 9, 2, 5000, 66.22195
5000, 9, 3, 5000, 65.45364
5000, 9, 4, 5000, 66.65161
5000, 9, 5, 5000, 65.32568
5000, 9, 6, 5000, 66.8439
5000, 9, 7, 5000, 65.70037
5000, 9, 8, 5000, 67.67961
5000, 9, 9, 5000, 65.84842
5000, 10, 1, 5000, 65.9599
5000, 10, 2, 5000, 65.19799
5000, 10, 3, 5000, 66.69443
5000, 10, 4, 5000, 65.44577
5000, 10, 5, 5000, 67.37093
5000, 10, 6, 5000, 65.62466
5000, 10, 7, 5000, 68.40682
5000, 10, 8, 5000, 67.03176
5000, 10, 9, 5000, 68.58477
5000, 10, 10, 5000, 66.77094
...........Finished ........
