200, 8, 3, 0.00544
200, 8, 4, 0.0069
200, 8, 5, 0.00634
200, 8, 6, 0.00632
200, 8, 7, 0.00472
200, 8, 8, 0.00556
200, 9, 1, 0.00639
200, 9, 2, 0.0058
200, 9, 3, 0.00531
200, 9, 4, 0.01061
200, 9, 5, 0.00564
200, 9, 6, 0.00624
200, 9, 7, 0.00556
200, 9, 8, 0.00523
200, 9, 9, 0.0058
200, 10, 1, 0.00597
200, 10, 2, 0.00489
200, 10, 3, 0.00655
200, 10, 4, 0.00671
200, 10, 5, 0.00516
200, 10, 6, 0.00674
200, 10, 7, 0.00517
200, 10, 8, 0.00557
200, 10, 9, 0.00552
200, 10, 10, 0.00503
250, 4, 1, 0.00513
250, 4, 2, 0.00572
250, 4, 3, 0.00573
250, 4, 4, 0.00645
250, 5, 1, 0.00653
250, 5, 2, 0.00507
250, 5, 3, 0.00671
250, 5, 4, 0.00547
250, 5, 5, 0.00494
250, 6, 1, 0.00962
250, 6, 2, 0.0055
250, 6, 3, 0.00545
250, 6, 4, 0.00519
250, 6, 5, 0.00553
250, 6, 6, 0.00579
250, 7, 1, 0.00575
250, 7, 2, 0.00601
250, 7, 3, 0.00576
250, 7, 4, 0.00561
250, 7, 5, 0.00519
250, 7, 6, 0.00569
250, 7, 7, 0.00577
250, 8, 1, 0.00713
250, 8, 2, 0.00584
250, 8, 3, 0.0061
250, 8, 4, 0.00649
250, 8, 5, 0.00505
250, 8, 6, 0.00476
250, 8, 7, 0.00522
250, 8, 8, 0.00484
250, 9, 1, 0.00688
250, 9, 2, 0.00573
250, 9, 3, 0.00562
250, 9, 4, 0.0056
250, 9, 5, 0.00609
250, 9, 6, 0.0068
250, 9, 7, 0.00581
250, 9, 8, 0.01189
250, 9, 9, 0.00504
250, 10, 1, 0.00625
250, 10, 2, 0.007
250, 10, 3, 0.00531
250, 10, 4, 0.00522
250, 10, 5, 0.00601
250, 10, 6, 0.00488
250, 10, 7, 0.005
250, 10, 8, 0.00558
250, 10, 9, 0.00557
250, 10, 10, 0.00498
300, 4, 1, 0.00464
300, 4, 2, 0.00655
300, 4, 3, 0.00564
300, 4, 4, 0.01221
300, 5, 1, 0.00652
300, 5, 2, 0.00549
300, 5, 3, 0.00486
300, 5, 4, 0.00532
300, 5, 5, 0.00652
300, 6, 1, 0.0064
300, 6, 2, 0.00549
300, 6, 3, 0.00563
300, 6, 4, 0.00621
300, 6, 5, 0.00556
300, 6, 6, 0.00619
300, 7, 1, 0.00582
300, 7, 2, 0.00518
300, 7, 3, 0.00646
300, 7, 4, 0.00608
300, 7, 5, 0.00661
300, 7, 6, 0.00466
300, 7, 7, 0.00784
300, 8, 1, 0.00483
300, 8, 2, 0.00578
300, 8, 3, 0.00666
300, 8, 4, 0.00507
300, 8, 5, 0.00647
300, 8, 6, 0.00703
300, 8, 7, 0.00604
300, 8, 8, 0.00565
300, 9, 1, 0.00663
300, 9, 2, 0.00503
300, 9, 3, 0.00556
300, 9, 4, 0.00544
300, 9, 5, 0.00495
300, 9, 6, 0.00533
300, 9, 7, 0.00628
300, 9, 8, 0.00573
300, 9, 9, 0.00577
300, 10, 1, 0.00504
300, 10, 2, 0.00696
300, 10, 3, 0.00557
300, 10, 4, 0.007
300, 10, 5, 0.00597
300, 10, 6, 0.00553
300, 10, 7, 0.00593
300, 10, 8, 0.00538
300, 10, 9, 0.00533
300, 10, 10, 0.00519
