100, 4, 1, 0.00488
100, 4, 2, 0.00609
100, 4, 3, 0.00668
100, 4, 4, 0.00469
100, 5, 1, 0.00587
100, 5, 2, 0.00497
100, 5, 3, 0.00591
100, 5, 4, 0.00637
100, 5, 5, 0.00474
100, 6, 1, 0.00627
100, 6, 2, 0.00633
100, 6, 3, 0.00497
100, 6, 4, 0.00715
100, 6, 5, 0.0083
100, 6, 6, 0.00567
100, 7, 1, 0.00551
100, 7, 2, 0.00675
100, 7, 3, 0.00621
100, 7, 4, 0.00562
100, 7, 5, 0.00469
100, 7, 6, 0.00517
100, 7, 7, 0.00466
100, 8, 1, 0.00686
100, 8, 2, 0.00602
100, 8, 3, 0.0063
100, 8, 4, 0.00573
100, 8, 5, 0.00579
100, 8, 6, 0.00604
100, 8, 7, 0.0052
100, 8, 8, 0.00571
100, 9, 1, 0.0061
100, 9, 2, 0.00617
100, 9, 3, 0.00509
100, 9, 4, 0.0054
100, 9, 5, 0.00529
100, 9, 6, 0.00593
100, 9, 7, 0.00645
100, 9, 8, 0.00658
100, 9, 9, 0.00514
100, 10, 1, 0.01027
100, 10, 2, 0.00597
100, 10, 3, 0.00699
100, 10, 4, 0.00574
100, 10, 5, 0.0052
100, 10, 6, 0.00622
100, 10, 7, 0.00547
100, 10, 8, 0.00595
100, 10, 9, 0.00488
100, 10, 10, 0.00712
150, 4, 1, 0.01092
150, 4, 2, 0.00596
150, 4, 3, 0.00556
150, 4, 4, 0.00509
150, 5, 1, 0.00606
150, 5, 2, 0.0048
150, 5, 3, 0.00514
150, 5, 4, 0.00554
150, 5, 5, 0.00455
150, 6, 1, 0.00598
150, 6, 2, 0.00613
150, 6, 3, 0.00492
150, 6, 4, 0.005
150, 6, 5, 0.00559
150, 6, 6, 0.00541
150, 7, 1, 0.00572
150, 7, 2, 0.00528
150, 7, 3, 0.00502
150, 7, 4, 0.00528
150, 7, 5, 0.00544
150, 7, 6, 0.00714
150, 7, 7, 0.00533
150, 8, 1, 0.00515
150, 8, 2, 0.00815
150, 8, 3, 0.0053
150, 8, 4, 0.00519
150, 8, 5, 0.00533
150, 8, 6, 0.00576
150, 8, 7, 0.00551
150, 8, 8, 0.00503
150, 9, 1, 0.00608
150, 9, 2, 0.00577
150, 9, 3, 0.0058
150, 9, 4, 0.00576
150, 9, 5, 0.00571
150, 9, 6, 0.00511
150, 9, 7, 0.00641
150, 9, 8, 0.00646
150, 9, 9, 0.0049
150, 10, 1, 0.00993
150, 10, 2, 0.00545
150, 10, 3, 0.00498
150, 10, 4, 0.00525
150, 10, 5, 0.00565
150, 10, 6, 0.00548
150, 10, 7, 0.00512
150, 10, 8, 0.00571
150, 10, 9, 0.00485
150, 10, 10, 0.00518
200, 4, 1, 0.00499
200, 4, 2, 0.00521
200, 4, 3, 0.0055
200, 4, 4, 0.00495
200, 5, 1, 0.00566
200, 5, 2, 0.00516
200, 5, 3, 0.00755
200, 5, 4, 0.00546
200, 5, 5, 0.00559
200, 6, 1, 0.00589
200, 6, 2, 0.00498
200, 6, 3, 0.00633
200, 6, 4, 0.00548
200, 6, 5, 0.00544
200, 6, 6, 0.00534
200, 7, 1, 0.00604
200, 7, 2, 0.0054
200, 7, 3, 0.00836
200, 7, 4, 0.00477
200, 7, 5, 0.00535
200, 7, 6, 0.005
200, 7, 7, 0.00809
200, 8, 1, 0.00582
200, 8, 2, 0.0052
